,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
821463,5046,2817,4,962503392,M,25,16,60614,Aces: Iron Eagle III (1992),Action|War,False
51510,1150,1207,4,975195820,F,25,20,75226,To Kill a Mockingbird (1962),Drama,False
616226,3391,1804,4,967587780,M,18,4,48135,"Newton Boys, The (1998)",Crime|Drama,False
827325,3182,1061,3,968780334,M,25,12,12866,Sleepers (1996),Crime|Drama,False
709988,2456,2134,3,974182846,M,25,5,48103,Weird Science (1985),Comedy,False
289482,631,1729,5,975781284,M,35,17,28601,Jackie Brown (1997),Crime|Drama,False
460801,780,2161,4,975438424,M,25,17,91776,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
935053,3290,3299,1,968094657,M,25,14,90292,Hanging Up (2000),Comedy|Drama,False
22145,2237,2321,4,974597456,F,35,6,14905,Pleasantville (1998),Comedy,False
772158,4258,3543,4,968174133,M,25,17,19711,Diner (1982),Comedy|Drama,False
665974,3868,261,3,965853140,M,18,12,73112,Little Women (1994),Drama,False
590821,705,1982,5,975546581,M,25,4,48065,Halloween (1978),Horror,False
206826,970,2617,4,975978150,M,25,0,27615,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
15297,3822,2918,3,966301059,M,45,20,98027,Ferris Bueller's Day Off (1986),Comedy,False
541477,2153,2968,3,974625732,M,18,16,97405,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
620364,3736,2701,3,966189675,M,35,1,44242,Wild Wild West (1999),Action|Sci-Fi|Western,False
65801,499,2628,3,976211859,F,25,1,55108,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
192254,2077,1615,1,979977248,M,18,0,55112,"Edge, The (1997)",Adventure|Thriller,False
833943,2063,2471,2,975743310,M,25,4,43138,Crocodile Dundee II (1988),Adventure|Comedy,False
26141,754,527,5,975538682,M,35,7,38024,Schindler's List (1993),Drama|War,False
400597,3474,3160,5,967132303,M,35,11,10538,Magnolia (1999),Drama,False
791315,5627,3263,3,959048265,M,25,0,07040,White Men Can't Jump (1992),Comedy,False
349712,5905,1997,2,957376610,F,35,20,78006,"Exorcist, The (1973)",Horror,False
792076,239,122,1,976756788,M,18,19,94618,Boomerang (1992),Comedy|Romance,False
156680,4790,1090,4,963179835,F,25,2,94133,Platoon (1986),Drama|War,False
372929,1001,3173,4,975042466,M,25,4,90210,Any Given Sunday (1999),Drama,False
913168,1910,3743,3,974695785,M,1,10,94707,Boys and Girls (2000),Comedy|Romance,False
399557,4126,1343,2,989237410,M,25,17,53188,Cape Fear (1991),Thriller,False
751596,5070,125,5,963382277,M,25,2,55344,Flirting With Disaster (1996),Comedy,False
213386,1451,2951,4,1029740372,M,35,20,90012,"Fistful of Dollars, A (1964)",Action|Western,False
94064,4021,3255,3,965524705,M,50,20,95236,"League of Their Own, A (1992)",Comedy|Drama,False
420690,2064,3359,5,974666679,M,35,1,01020,Breaking Away (1979),Drama,False
805061,1741,494,4,974709724,M,35,7,91107,Executive Decision (1996),Action|Thriller,False
228272,3462,2333,3,967176853,F,25,4,73160,Gods and Monsters (1998),Drama,False
340698,4653,17,3,975534733,M,35,12,95051,Sense and Sensibility (1995),Drama|Romance,False
561519,42,1288,4,978039063,M,25,8,24502,This Is Spinal Tap (1984),Comedy|Drama|Musical,False
605719,1925,2840,1,994537302,M,50,7,92886,Stigmata (1999),Thriller,False
564513,3792,2598,4,980451762,M,25,6,68108,Pushing Tin (1999),Comedy,False
676094,4610,1562,2,984860152,F,25,4,53951,Batman & Robin (1997),Action|Adventure|Crime,False
817187,5271,2206,5,961138533,F,25,0,94110,Suspicion (1941),Mystery|Thriller,False
185676,4524,1394,5,964818065,M,25,2,55113,Raising Arizona (1987),Comedy,False
522481,2454,2371,3,976900655,M,18,0,97005,Fletch (1985),Comedy,False
556987,1640,2710,1,974716656,M,35,17,95610,"Blair Witch Project, The (1999)",Horror,False
607099,3308,500,3,967977860,F,18,20,15701-1348,Mrs. Doubtfire (1993),Comedy,False
219595,1176,1387,5,974858475,M,56,1,44256,Jaws (1975),Action|Horror,False
919317,424,3729,3,1017847554,M,25,17,55112,Shaft (1971),Action|Crime,False
519728,3410,899,4,967419618,M,35,1,20653,Singin' in the Rain (1952),Musical|Romance,False
676752,4086,1064,5,965433343,F,1,10,55391,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,False
203517,4290,3552,5,965274534,M,25,17,98661,Caddyshack (1980),Comedy,False
779121,780,2269,3,975543296,M,25,17,91776,Indecent Proposal (1993),Drama,False
726401,3507,81,5,966974442,M,25,0,02472,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,False
270615,1285,1921,5,974832966,M,35,4,98125,Pi (1998),Sci-Fi|Thriller,False
241450,1516,296,5,976294738,F,25,12,53154,Pulp Fiction (1994),Crime|Drama,False
124626,5908,1372,4,957373952,M,25,4,19711,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,False
636522,357,293,5,976318472,M,18,0,98103,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,False
341804,3610,1088,3,974824599,M,18,6,30064,Dirty Dancing (1987),Musical|Romance,False
880824,1356,410,4,974771571,F,18,4,91706,Addams Family Values (1993),Comedy,False
496810,4021,1032,5,965523375,M,50,20,95236,Alice in Wonderland (1951),Animation|Children's|Musical,False
409122,3878,2302,4,965835765,M,35,16,22124,My Cousin Vinny (1992),Comedy,False
19365,4682,2018,4,965658064,M,25,7,05346,Bambi (1942),Animation|Children's,False
309115,4302,272,3,965267805,M,50,1,45385,"Madness of King George, The (1994)",Drama,False
561550,272,1288,4,976695555,M,18,0,80302,This Is Spinal Tap (1984),Comedy|Drama|Musical,False
687022,284,3930,1,976571179,M,25,12,91910,"Creature From the Black Lagoon, The (1954)",Horror,False
218577,195,2366,4,980703304,M,25,12,10458,King Kong (1933),Action|Adventure|Horror,False
362398,1745,2712,2,974704668,M,45,0,94114,Eyes Wide Shut (1999),Drama,False
548211,2323,2108,3,974444911,M,35,3,13088,L.A. Story (1991),Comedy|Romance,False
559090,5277,3448,3,983333192,M,25,20,91740,"Good Morning, Vietnam (1987)",Comedy|Drama|War,False
753149,4342,2119,5,965233004,M,25,0,66614,Maximum Overdrive (1986),Horror,False
736659,1216,2726,3,974842530,M,25,2,90292,"Killing, The (1956)",Crime|Film-Noir,False
957440,4344,1354,1,966448192,M,25,1,44240,Breaking the Waves (1996),Drama,False
6657,2036,1197,5,993957743,F,25,14,90046,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
573919,1086,3897,5,988150406,M,18,4,98225,Almost Famous (2000),Comedy|Drama,False
686078,1019,1242,4,975008280,M,35,1,60640,Glory (1989),Action|Drama|War,False
323882,199,2406,3,976977679,M,18,4,83706,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
103413,2966,589,5,971137688,F,25,4,48104,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
123479,3336,1801,2,967853559,M,35,17,93436,"Man in the Iron Mask, The (1998)",Action|Drama|Romance,False
581919,1969,1479,2,974687748,F,25,3,92116,"Saint, The (1997)",Action|Romance|Thriller,False
651625,1101,2985,1,974925085,M,35,1,06417,Robocop (1987),Action|Crime|Sci-Fi,False
946134,721,2280,4,975775395,F,35,9,97520,Clay Pigeons (1998),Crime,False
682735,3189,485,4,969861380,M,25,16,90292,Last Action Hero (1993),Action|Comedy,False
230302,655,288,3,975706689,F,25,2,92629,Natural Born Killers (1994),Action|Thriller,False
357325,1561,508,4,985296502,F,18,4,11214,Philadelphia (1993),Drama,False
851130,1748,2677,4,974708053,M,50,1,04240,Buena Vista Social Club (1999),Documentary,False
98077,4706,110,3,963527118,M,25,14,68502,Braveheart (1995),Action|Drama|War,False
896378,5083,193,1,962407750,M,25,4,16803,Showgirls (1995),Drama,False
208082,2376,3671,4,974340172,M,25,1,13210,Blazing Saddles (1974),Comedy|Western,False
842214,4562,1081,2,964496019,M,35,10,94133,Victor/Victoria (1982),Comedy|Musical,False
891991,5039,100,1,962512815,F,35,4,97068,City Hall (1996),Drama|Thriller,False
328352,5163,364,5,961951851,M,45,6,53216,"Lion King, The (1994)",Animation|Children's|Musical,False
711572,453,3450,3,976245805,M,18,4,55102,Grumpy Old Men (1993),Comedy,False
771440,3648,1298,5,977183796,M,18,4,85210,Pink Floyd - The Wall (1982),Drama|Musical|War,False
852088,62,1620,3,977903778,F,35,3,98105,Kiss the Girls (1997),Crime|Drama|Thriller,False
387637,587,2541,4,975945093,M,25,20,92649,Cruel Intentions (1999),Drama,False
349639,5482,1997,4,959865777,M,18,7,10014,"Exorcist, The (1973)",Horror,False
908598,1029,3185,4,975001643,M,25,0,20015,Snow Falling on Cedars (1999),Drama,False
801785,4328,3366,4,965251322,M,50,3,75650,Where Eagles Dare (1969),Action|Adventure|War,False
805942,229,3554,4,1039501688,M,18,10,04576,Love and Basketball (2000),Drama|Romance,False
981272,4791,2844,4,965157931,M,18,4,55116,"Minus Man, The (1999)",Drama|Mystery,False
295428,3938,2318,5,965701029,M,25,2,92711-0571,Happiness (1998),Comedy,False
215820,6037,1214,5,956718700,F,45,1,76006,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
27800,5101,527,4,962362375,M,25,0,90069,Schindler's List (1993),Drama|War,False
204998,5090,1304,5,962819940,F,35,19,75069,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,False
255310,4981,377,3,962599951,M,50,1,55406,Speed (1994),Action|Romance|Thriller,False
758099,169,2915,3,977210222,M,25,7,55439,Risky Business (1983),Comedy,False
441713,1501,1918,5,974760363,M,25,11,75801,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama,False
411813,528,1584,5,976245945,F,18,17,83843,Contact (1997),Drama|Sci-Fi,False
194713,549,2167,5,976115723,M,25,6,53217,Blade (1998),Action|Adventure|Horror,False
438632,1598,2640,3,974734446,M,35,13,76548,Superman (1978),Action|Adventure|Sci-Fi,False
357891,3401,3213,4,980126818,M,35,7,76109,Batman: Mask of the Phantasm (1993),Animation|Children's,False
747664,1842,45,4,993446051,M,18,4,53190,To Die For (1995),Comedy|Drama,False
560360,4831,2076,5,985275672,F,25,1,04210,Blue Velvet (1986),Drama|Mystery,False
300722,261,1732,5,976669612,M,25,20,75801,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,False
366486,225,1059,3,976832446,M,25,7,11215,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,False
499103,2419,2423,4,974242029,M,25,0,06096,Christmas Vacation (1989),Comedy,False
646952,4433,2455,3,965099366,M,25,0,43081,"Fly, The (1986)",Horror|Sci-Fi,False
31518,1329,1721,1,974776797,M,18,14,60194,Titanic (1997),Drama|Romance,False
468961,651,1009,4,975706757,M,35,7,20895,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,False
696071,2105,785,4,974666164,M,25,1,24060,Kingpin (1996),Comedy,False
94436,134,3256,3,978038484,M,25,0,66212,Patriot Games (1992),Action|Thriller,False
668893,4637,2253,2,964033660,F,35,9,48302,Toys (1992),Action|Comedy|Fantasy,False
34286,3796,3186,2,966018239,M,45,14,02021,"Girl, Interrupted (1999)",Drama,False
528472,543,2012,4,976120139,M,25,5,55057,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
993639,558,1758,3,976051636,M,35,20,55108,Dangerous Beauty (1998),Drama,False
902,3299,1193,5,968075784,F,25,4,19119,One Flew Over the Cuckoo's Nest (1975),Drama,False
572350,1489,708,1,975122394,F,35,2,60201,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,False
194129,910,653,2,975209127,F,50,0,98226,Dragonheart (1996),Action|Adventure|Fantasy,False
218426,5054,3702,4,1009573452,M,35,2,20818,Mad Max (1979),Action|Sci-Fi,False
890752,4279,1627,3,965282775,M,25,16,43215,U Turn (1997),Action|Crime|Mystery,False
614315,4312,553,3,965260423,M,25,18,78757,Tombstone (1993),Western,False
863561,1422,2462,3,976139074,M,35,17,55934,"Return of the Texas Chainsaw Massacre, The (1994)",Horror,False
469001,1605,1009,3,974930647,F,18,0,28270,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,False
370981,520,1711,3,976227712,F,35,20,55104,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery,False
657804,4422,168,5,965182104,M,25,5,10463,First Knight (1995),Action|Adventure|Drama|Romance,False
906116,585,3328,4,975949379,M,18,1,53703,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,False
873437,5636,3677,4,981100897,M,25,7,98102,Baraka (1992),Documentary,False
26495,1658,527,3,974711641,F,35,6,94214,Schindler's List (1993),Drama|War,False
924346,4543,2929,4,964670882,M,25,2,11105,Reds (1981),Drama,False
928954,1737,1495,1,977022882,M,35,20,46614,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children's,False
530058,977,1215,2,975106587,M,25,2,80110,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,False
281851,1393,2599,3,975359366,M,18,4,06430,Election (1999),Comedy,False
311994,5086,562,4,962463867,M,25,1,23462,Welcome to the Dollhouse (1995),Comedy|Drama,False
588591,2837,3033,3,972571619,M,18,0,49506,Spaceballs (1987),Comedy|Sci-Fi,False
140274,4478,2717,4,991838714,M,1,12,02138,Ghostbusters II (1989),Comedy|Horror,False
441859,2896,1918,4,972014369,M,18,14,60073,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama,False
71199,970,1210,4,975110688,M,25,0,27615,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
320479,2428,34,4,974914277,M,45,17,45255,Babe (1995),Children's|Comedy|Drama,False
589677,4737,2243,5,963282336,M,35,16,19003,Broadcast News (1987),Comedy|Drama|Romance,False
522513,2853,2371,3,972507486,M,1,1,444555,Fletch (1985),Comedy,False
955589,2774,2284,3,973063364,M,25,1,92103,Bandit Queen (1994),Drama,False
952778,5177,101,3,961858801,M,45,14,30005,Bottle Rocket (1996),Comedy,False
920118,3507,1209,4,966996085,M,25,0,02472,Once Upon a Time in the West (1969),Western,False
656881,5468,232,4,959900322,M,25,12,94618,Eat Drink Man Woman (1994),Comedy|Drama,False
278831,3791,1719,5,966019213,M,50,18,60516,"Sweet Hereafter, The (1997)",Drama,False
560654,1019,246,4,979755666,M,35,1,60640,Hoop Dreams (1994),Documentary,False
452208,1755,2080,3,974702453,F,18,4,77005,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
235497,752,3793,4,976839674,F,25,3,97401,X-Men (2000),Action|Sci-Fi,False
27117,3265,527,5,968261549,M,25,15,53704,Schindler's List (1993),Drama|War,False
9315,1755,2804,5,974883458,F,18,4,77005,"Christmas Story, A (1983)",Comedy|Drama,False
672008,5824,2404,1,957898945,M,18,12,18052,Rambo III (1988),Action|War,False
306961,4024,412,3,965518367,M,25,5,45011,"Age of Innocence, The (1993)",Drama,False
456945,4086,3608,5,965518090,F,1,10,55391,Pee-wee's Big Adventure (1985),Comedy,False
28347,3363,2340,4,995426659,F,35,9,04046,Meet Joe Black (1998),Romance,False
391487,1172,282,4,974866904,F,25,0,61801,Nell (1994),Drama,False
610625,4131,2433,4,965352843,M,45,7,97720,"Civil Action, A (1998)",Drama,False
29155,752,1097,3,1018299986,F,25,3,97401,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
363649,3988,1916,4,965707792,F,25,14,60647,Buffalo 66 (1998),Action|Comedy|Drama,False
388092,5459,2541,5,959912542,F,1,10,99016,Cruel Intentions (1999),Drama,False
540729,4285,1080,5,965279658,M,35,0,62704,Monty Python's Life of Brian (1979),Comedy,False
652704,1034,2989,4,975017707,F,35,1,82601,For Your Eyes Only (1981),Action,False
947291,3311,1326,1,967961987,M,25,4,90039,Amityville II: The Possession (1982),Horror,False
797339,697,3683,5,975559678,F,50,6,97330,Blood Simple (1984),Drama|Film-Noir,False
824502,1224,949,5,975168396,M,50,13,02125,East of Eden (1955),Drama,False
801849,5848,3366,4,957783281,M,50,20,20009,Where Eagles Dare (1969),Action|Adventure|War,False
953585,4814,2745,3,962928932,M,18,14,80526,"Mission, The (1986)",Drama,False
743762,3878,2259,4,965919179,M,35,16,22124,Blame It on Rio (1984),Comedy|Romance,False
488577,4855,1020,3,962845594,M,25,12,90034,Cool Runnings (1993),Comedy,False
50000,1746,1028,5,974849137,M,25,4,33157,Mary Poppins (1964),Children's|Comedy|Musical,False
754085,710,3361,3,975829974,M,25,20,85207,Bull Durham (1988),Comedy,False
743155,4016,1958,4,965536128,M,50,0,33901,Terms of Endearment (1983),Comedy|Drama,False
727981,2116,1222,5,975898848,M,18,4,49546,Full Metal Jacket (1987),Action|Drama|War,False
370095,5621,1639,4,959107574,M,25,7,02135,Chasing Amy (1997),Drama|Romance,False
621121,3002,2713,2,970615181,M,45,11,90028,Lake Placid (1999),Horror|Thriller,False
410585,26,3253,2,978141649,M,25,7,23112,Wayne's World (1992),Comedy,False
579537,2540,10,4,974047630,F,45,6,42420,GoldenEye (1995),Action|Adventure|Thriller,False
421082,4169,1756,3,976589476,M,50,0,66048,"Prophecy II, The (1998)",Horror,False
779893,2484,432,3,974148614,M,45,5,31901,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,False
860405,308,2986,2,995838149,M,25,2,10025,Robocop 2 (1990),Action|Crime|Sci-Fi,False
41463,5256,150,5,961273262,M,25,16,30269,Apollo 13 (1995),Drama,False
74009,5103,1792,4,962409953,F,35,16,78222,U.S. Marshalls (1998),Action|Thriller,False
435992,1698,802,3,975880049,M,35,2,97214,Phenomenon (1996),Drama|Romance,False
250652,1063,50,5,981514405,M,35,7,50265,"Usual Suspects, The (1995)",Crime|Thriller,False
800605,3321,1208,4,967917441,M,35,1,95380,Apocalypse Now (1979),Drama|War,False
267846,1794,2291,1,974705493,M,25,11,20878,Edward Scissorhands (1990),Drama|Romance,False
830824,274,3271,4,976595065,M,18,4,55455,Of Mice and Men (1992),Drama,False
486534,2627,3703,2,973629074,M,25,1,06877,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi,False
812258,3220,1235,4,968451992,M,35,7,54016,Harold and Maude (1971),Comedy,False
544767,1224,1302,5,975247085,M,50,13,02125,Field of Dreams (1989),Drama,False
887137,2986,1184,4,970809617,M,25,4,24060,Mediterraneo (1991),Comedy|War,False
967954,1407,3598,3,983839778,F,35,15,53704,Hamlet (2000),Drama,False
987086,5468,3221,4,967155972,M,25,12,94618,"Draughtsman's Contract, The (1982)",Drama,False
275678,5205,3020,3,961640236,M,25,1,02908,Falling Down (1993),Action|Drama,False
267141,3887,3163,2,965805306,M,18,4,80513,Topsy-Turvy (1999),Drama,False
987238,2063,3830,2,998383898,M,25,4,43138,Psycho Beach Party (2000),Comedy|Horror|Thriller,False
207109,2665,2617,4,974232606,M,35,11,98443,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
288641,4656,1653,3,963895536,M,25,17,94041,Gattaca (1997),Drama|Sci-Fi|Thriller,False
202613,1726,1379,1,974711284,M,25,2,60160,Young Guns II (1990),Action|Comedy|Western,False
314717,1273,2908,4,974815128,M,35,2,19123,Boys Don't Cry (1999),Drama,False
533830,4591,541,5,964325732,M,25,15,02143,Blade Runner (1982),Film-Noir|Sci-Fi,False
175292,5580,318,5,959289240,M,45,7,01581,"Shawshank Redemption, The (1994)",Drama,False
461341,5530,2161,5,959623352,F,18,4,63141,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy,False
954885,678,3125,4,989239037,M,25,0,34952,"End of the Affair, The (1999)",Drama,False
505365,5964,2795,4,956997554,M,18,5,97202,Vacation (1983),Comedy,False
603124,1606,1892,3,974741806,F,35,3,55405,"Perfect Murder, A (1998)",Mystery|Thriller,False
864989,4345,3436,3,966273896,F,25,14,44304,Dying Young (1991),Drama|Romance,False
819753,1150,2303,3,974870209,F,25,20,75226,Nashville (1975),Drama|Musical,False
174310,2931,318,5,971505297,M,18,4,16803,"Shawshank Redemption, The (1994)",Drama,False
770102,4666,1285,4,964798856,M,35,1,53704,Heathers (1989),Comedy,False
859905,4167,1590,2,965335000,M,25,20,22032,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller,False
868592,3957,289,3,965676353,M,35,11,40242,Only You (1994),Comedy|Romance,False
343704,5853,912,4,957747386,M,50,19,13903,Casablanca (1942),Drama|Romance|War,False
939591,1889,3824,1,976400745,M,18,14,80023,Autumn in New York (2000),Drama|Romance,False
831082,4715,3271,4,963445973,M,25,2,97205,Of Mice and Men (1992),Drama,False
861168,4277,2097,3,985511340,M,35,16,98133,Something Wicked This Way Comes (1983),Children's|Horror,False
430432,4260,587,3,965323855,M,25,16,59079,Ghost (1990),Comedy|Romance|Thriller,False
564976,1164,342,3,1004486713,F,25,19,90020,Muriel's Wedding (1994),Comedy|Romance,False
944670,5367,998,1,960500246,M,18,4,55344,Set It Off (1996),Action|Crime,False
590148,2047,2694,3,974689460,M,1,10,06437,Big Daddy (1999),Comedy,False
293397,139,551,5,977360180,F,25,20,45409,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,False
985625,6035,537,1,956713372,F,25,1,78734,Sirens (1994),Comedy|Drama,False
82306,5888,3108,3,957535429,M,25,20,64114,"Fisher King, The (1991)",Comedy|Drama|Romance,False
470816,575,1371,3,975990682,M,25,12,92130,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,False
393400,2184,223,4,974607485,M,18,4,45403,Clerks (1994),Comedy,False
43708,26,1961,4,978146540,M,25,7,23112,Rain Man (1988),Drama,False
562886,2258,3396,4,982437266,F,18,4,10033,"Muppet Movie, The (1979)",Children's|Comedy,False
71736,2109,1210,5,974656230,M,25,16,13090,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
817999,1369,3018,4,998112603,M,25,5,12308,Re-Animator (1985),Horror,False
364918,524,161,4,976168455,M,18,0,91320,Crimson Tide (1995),Drama|Thriller|War,False
937696,2934,477,3,971498230,F,35,20,91324,What's Love Got to Do with It? (1993),Drama,False
295639,549,1517,5,976070619,M,25,6,53217,Austin Powers: International Man of Mystery (1997),Comedy,False
133811,980,1198,4,975731363,M,25,6,92014,Raiders of the Lost Ark (1981),Action|Adventure,False
865035,199,2491,2,976977958,M,18,4,83706,Simply Irresistible (1999),Comedy|Romance,False
615104,2041,3261,3,974668942,F,25,20,24015,Singles (1992),Comedy|Drama|Romance,False
149702,1422,1954,5,976137780,M,35,17,55934,Rocky (1976),Action|Drama,False
893441,1001,3285,2,975041158,M,25,4,90210,"Beach, The (2000)",Adventure|Drama,False
108784,3000,2858,5,970620544,M,25,4,55408,American Beauty (1999),Comedy|Drama,False
130092,3588,1196,5,966657917,M,25,2,90068,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
662805,4470,2739,4,965068343,M,35,12,15089,"Color Purple, The (1985)",Drama,False
99797,3571,2490,4,966737868,M,18,4,10044,Payback (1999),Action|Thriller,False
845422,3311,2815,4,967955782,M,25,4,90039,Iron Eagle (1986),Action|War,False
382898,3473,2686,5,967137022,F,35,16,02472,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery,False
194294,2575,653,3,973906441,M,35,7,76248,Dragonheart (1996),Action|Adventure|Fantasy,False
537320,4381,3189,5,965177282,M,25,4,65804,My Dog Skip (1999),Comedy,False
446204,3029,743,3,970366283,M,18,4,92037,Spy Hard (1996),Comedy,False
453001,867,1282,5,975277525,M,45,12,95814,Fantasia (1940),Animation|Children's|Musical,False
707360,780,3000,5,975435937,M,25,17,91776,"Princess Mononoke, The (Mononoke Hime) (1997)",Action|Adventure|Animation,False
426661,4234,1256,4,965311697,F,45,3,48130,Duck Soup (1933),Comedy|War,False
63608,1737,648,4,976062654,M,35,20,46614,Mission: Impossible (1996),Action|Adventure|Mystery,False
146483,173,3735,4,979252198,M,25,0,45237,Serpico (1973),Crime|Drama,False
639425,520,2288,4,976228392,F,35,20,55104,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,False
30654,4852,1097,5,962849541,M,35,0,42025,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
306317,4072,2683,4,965454172,M,50,6,93111,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
214135,1128,1214,4,974907524,M,25,1,72701,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
607399,5312,500,4,998491737,M,25,1,10463,Mrs. Doubtfire (1993),Comedy,False
925642,5026,2995,1,962586846,M,25,17,92584,"House on Haunted Hill, The (1999)",Horror,False
359632,728,1476,3,975514202,M,25,6,11598,Private Parts (1997),Comedy|Drama,False
672773,3625,1391,2,966563664,M,18,10,48439,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,False
439197,4363,2640,5,965184650,M,35,14,91602,Superman (1978),Action|Adventure|Sci-Fi,False
468310,2148,2746,5,974621428,F,18,0,81301,Little Shop of Horrors (1986),Comedy|Horror|Musical,False
981065,5759,3459,1,959819509,F,25,1,08904,Gothic (1986),Drama|Horror,False
728818,94,3917,4,977628669,M,25,17,28601,Hellraiser (1987),Horror,False
574653,5872,3897,4,972435017,M,25,17,61265,Almost Famous (2000),Comedy|Drama,False
250132,3751,800,3,966129639,F,35,12,55555,Lone Star (1996),Drama|Mystery,False
446682,5788,671,4,958109003,M,25,0,92646,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,False
995551,3885,1447,4,967650123,M,25,12,92728,Gridlock'd (1997),Crime,False
223260,1004,2947,4,975039242,M,25,3,95136,Goldfinger (1964),Action,False
269679,349,2723,3,1005969129,M,1,10,08035,Mystery Men (1999),Action|Adventure|Comedy,False
950752,3929,3840,1,965710122,M,25,5,80227,Pumpkinhead (1988),Horror,False
676143,5249,1562,1,961601396,F,45,14,75006,Batman & Robin (1997),Action|Adventure|Crime,False
943795,4312,3177,4,965484400,M,25,18,78757,Next Friday (1999),Comedy,False
33945,4861,2294,5,964405799,M,25,4,04309,Antz (1998),Animation|Children's,False
74023,5443,1792,5,959982082,M,25,12,01915,U.S. Marshalls (1998),Action|Thriller,False
804087,3825,3836,3,965940873,M,18,1,06279,Kelly's Heroes (1970),Action|Comedy|War,False
86904,10,368,4,978227003,F,35,1,95370,Maverick (1994),Action|Comedy|Western,False
269143,3253,1635,2,968283831,F,35,4,26505,"Ice Storm, The (1997)",Drama,False
483428,3761,923,4,966093124,M,25,17,27613,Citizen Kane (1941),Drama,False
681919,1389,3698,3,974957138,M,25,17,19801,"Running Man, The (1987)",Action|Adventure|Sci-Fi,False
452412,3140,2080,4,969036928,F,25,4,78728,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
951760,1631,687,5,974725573,F,50,0,94514,Country Life (1994),Drama|Romance,False
945352,2581,1942,5,973888959,M,25,11,60611,All the King's Men (1949),Drama,False
588068,1912,2731,1,1023141359,M,25,4,91325,"400 Blows, The (Les Quatre cents coups) (1959)",Drama,False
552709,3995,208,2,966189988,M,35,17,22810,Waterworld (1995),Action|Adventure,False
407019,5654,3751,3,1025192441,M,25,4,95616,Chicken Run (2000),Animation|Children's|Comedy,False
919987,4443,2940,3,965096233,M,56,2,91321,Gilda (1946),Film-Noir,False
835190,2967,3871,3,971151387,M,25,0,94110,Shane (1953),Drama|Western,False
453909,2271,1283,5,1007677580,M,50,14,13210,High Noon (1952),Western,False
196894,3315,1580,4,967942350,M,25,12,78731,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
60445,2668,1357,4,973445196,F,25,4,94110,Shine (1996),Drama|Romance,False
715108,3526,185,2,967613917,M,35,2,62263-3004,"Net, The (1995)",Sci-Fi|Thriller,False
